name,bom_stn_num
Cudgegong R at Wilbertree Rd,562003
Cudgegong R at Yamble Bridge,562005
Macquarie R D/S Burrendong Dam,562000
Molong Ck D/S Borenore Ck,563005
Bell R at Molong,563017
Bell R at Neurea,562004
Bell R at Gowan Green,565018
Bell R at Wellington,562006
Little R at Obley,565005
Macquarie R at Wellington Br,565002
Macquarie R at Geurie,65090
Macquarie R at Dubbo,565001
Talbragar R at Elong Elong,564002
Talbragar R at Gulambula Bridge,565020
Talbragar R at Dunedoo,564007
Coolbaggie Ck at Rawsonville,565009
Macquarie R at Baroona,551007
Macquarie R at Gin Gin Weir,551003
Macquarie R at Narromine,551000
Macquarie R D/S Warren Weir,551009
Macquarie R at Warren Town,51145
Gunningbar Ck at Gunningbar Reg D/S,51130
Marebone Ck at Marebone Break,551005
Macquarie R D/S Marebone,551006
Gum Cowal Ck at Bifurcation,551015
Macquarie R at Oxley,51146
Macquarie R at Pilligawarrina,541027
Macquarie R at Miltara,551012
Macquarie R at Carinda,51142
Marthaguy Ck at Carinda,51141
Bogan R at Peak Hill,550001
Bogan R at Dandaloo,551002
Bogan R at Mudall,51155
Bogan R at Neurie Plains,551004
Bogan R at Nyngan,51156
Duck Ck at Napali,551016
Bogan R at Monkey Br,550005
Bogan R at Gongolgon,548010
Lachlan R at Narrawa,70333
Abercrombie R at Hadley No2,563018
Wyangala Dam,63267
Lachlan R d/s Wyangala Dam,563145
Boorowa R at Prossers Crossing,573005
Flyers Ck at Beneree,563087
Belubula R d/s Carcoar Dam,563146
Belubula R at The Needles,563014
Belubula R u/s Canowindra,565013
Belubula R at Helensholme,565006
Mandagery Ck at Toogong,65084
Mandagery Ck at Eugowra Smithfield,65095
Lachlan R at Cowra,63278
Lachlan R at Nanami,565007
Lachlan R at Mulyandry Ck,565010
Lachlan R at Forbes Iron Bridge,65088
Lachlan R at Cottons Weir,565003
Lachlan R at Jemalong Weir,565008
Lachlan R d/s Jemalong Weir,565000
Wallamundry Ck at Island Ck Offtake,550006
Wattle Ck at Dudauman,573013
Island Ck at Fairholme,550004
Goobang Ck at Condobolin,550003
Lachlan R at Condobolin,550000
Lachlan R at Lake Cargelligo,575006
Willandra Ck at Road Bridge,549007
Lachlan R at Willandra Weir,549003
Lachlan R at Hillston Weir,575013
Lachlan R at Whealbah,575005
Merrimajeel Ck u/s Blockbank,549008
Lachlan R at Booligal Weir,75171
Lachlan R at Corrong,549002
Queanbeyan R at Googong Dam,570029
Queanbeyan R at Wickerslack,570983
Queanbeyan R at ACT Border,570001
Molonglo R at Carwoola,570986
Molonglo R at Burbong,570012
Molonglo R at Oaks Estate,570943
Woolshed Creek U/S Fairbairne,570074
Molonglo R at Dairy Flat,570046
Jerrabomberra Ck at Hindmarsh,570045
Sullivan Ck at Southwell,570772
Sullivan Ck at Barry Drive,570775
Lake Burley Griffin at Dam,570016
Molonglo R at Coppins Crossing,570007
Molonglo R below Yarralumla Creek,570071
Molonglo R at Sturt Island,570741
Cooma Ck at Koolaroo,570035
Cooma Back Ck at SMEC,570031
Numeralla R at Numeralla,570038
Alum Ck at Jones Plain Road,570061
Murrumbidgee R at Mittagang Cross.,570019
Murrumbidgee R at Billilingra,570011
Bredbo R at Bredbo Station,570060
Micaligo Ck at Michelago,570059
Gudgenby R at Tennent,570015
Murrumbidgee R at Lobbs Hole,570003
Tuggeranong Ck at Weir,570771
Tuggeranong Ck u/s of Sewer,570779
Cotter R at Cotter Dam,570010
Cotter R at Cotter Kiosk,570008
Murrumbidgee R at Mt Macdonald,570017
Ginninderra Ck U/S Barton Hwy,570751
Ginninderra Ck U/S Charn. Rd,570750
Murrumbidgee R at Halls,570777
Yass R U/S Macks Reef Rd,570040
Yass R at Gundaroo,570075
Yass R at Yass,570009
Yass R u/s Burrinjuck Dam,570039
Goodradigbee R at Wee Jasper,573006
Murrumbidgee R D/S Burrinjuck Dam,73131
Blowering Dam,72153
Tumut R at Oddys Bridge,72145
Goobarragandra R at Lacmalac,572011
Tumut R at Tumut,572014
Tumut R at Brungle Bridge,573002
Murrumbidgee R at Glendale,573010
Murrumbidgee R at Gobarralong,573014
Adjungbilly R at Darbalara,573003
Jindalee Ck at Jindalee,573009
Jugiong Ck at Jugiong Creek,573007
Muttama Ck at Berthong Rd,573017
Muttama Ck at Coolac,573004
Murrumbidgee R at Gundagai,73132
Adelong Ck at Batlow Road,572009
Hillas Ck at Mt Adrah,572007
Murrumbidgee R at Eringoarrah,573001
Tarcutta Ck at Westbrook,572033
Tarcutta Ck at Belmore Bridge,572010
Tarcutta Ck at Old Borambola,572012
Kyeamba Ck at Book Book,572008
Kyeamba Ck at Ladysmith,572025
Murrumbidgee R at Wagga Wagga,573000
Mirrool Ck at Barellan Rd,574041
Mirrool Ck at East Mirrool Reg,575019
Beavers Ck at Mundowey,574036
Murrumbidgee R at Berembed Weir,574019
Murrumbidgee R at Narrandera,574020
Murrumbidgee R at Gogeldrie Weir,74216
Murrumbidgee R at Darlington Point,575011
Murrumbidgee R at Carrathool,75170
Murrumbidgee R at Hay Town,575010
Murrumbidgee R D/S Hay Weir,575004
Murrumbidgee R at Maude Weir,575008
Murrumbidgee R D/S Maude Weir,575012
Murrumbidgee R at Redbank Weir,549011
Murrumbidgee R D/S Redbank Weir,575009
Murrumbidgee R D/S Balranald Weir,549001
Yanco Ck at Yanco Offtake,574021
Murrumbidgee R D/S Yanco Weir,574022
Yanco Ck at Yanco Br,574039
Yanco Ck at Morundah,574016
Colombo Ck at Morundah,574017
Billabong Ck at Walbundrie,574015
Billabong Ck at Jerilderie,574014
Billabong Ck at Conargo,574007
Forest Ck at Warriston Weir,574037
Billabong Ck at Darlot,575007
Niemur R at Mallan School,575016
Maragle Ck at Maragle,572023
Tumbarumba Ck at Tumbarumba,572019
Tumbarumba Ck at Bakers,572035
Mannus Ck at Glenroy No.2,572038
Mannus Ck at Yarramundi,572024
Mannus Ck at Tooma,572022
Welumba Ck at The Square,572034
Tooma R at Pinegrove,572005
Jingellic Ck at Jingellic,572006
Murray R at Jingellic,72156
Gibbo Ck at Gibbo Park,582016
Murray R at Hume Dam,572001
Murray R at Heywoods,572002
Murray R at Albury,572000
Murray R at Howlong,574034
Murray R at Corowa,582003
Ovens R at Wangaratta,582033
Murray R D/S Yarrawonga Weir,74246
Murray R at Tocumwal,574004
Murray R at Gulpa,574025
Murray R at Barmah,574001
Goulburn R at Shepparton,81044
Goulburn R at Mc Coys Br,580000
Murray R at Echuca Wharf,574000
Campaspe R at Roch. Syphon,580010
Murray R at Pianta Road,580015
Murray R at Torrumbarry,574003
Murray R at Barham,575000
Little Merran Ck at Franklings,575015
Edward R at Offtake,574026
Gulpa Ck at Offtake,574033
Edward R at Toonalook,574012
Tuppal Ck at Aratula Rd,574008
Mulwala Canal at Edward River Esc.,574006
Edward R at Deniliquin,574010
Wakool R at Offtake Reg.,574027
Edward R D/S Stevens Weir,574024
Wakool R at Main Canal Offtake,574029
Colligen Ck Below Regulator,574031
Edward R at Moulamein,575001
Edward R at Liewah,575003
Wakool R at Stoney Crossing,575002
Murray R at Wakool Junction,76120
Murray R at Boundary Bend,76135
Murray R D/S Euston Weir**,49115
Murray R at Colignan,576000
Murray R U/S Mildura Weir,76124
Murray R D/S Mildura Weir,547000
Murray R at Wentworth Lock 10,47100
Balonne R at Jack Taylor Weir,543004
Culgoa R at Whyenbah,544018
Culgoa R at Woolerbilla,544023
Narran R at Dirranbandi,544012
Narran R at New Angledool No 2 **,48223
Ballandool R at Ballandool,544013
Bokhara R at Hebel,544016
Bokhara R at Goodooga,48215
Bokhara R at Goodwins,548012
Birrie R at Goodooga,548011
Culgoa R at Brenda,48212
Culgoa R at Weilmoringle,48230
Culgoa R at Mundiwa,548007
Culgoa R at Kenebree,48052
Warrego R at Wyandra,544014
Warrego R at Cunnamulla,544019
Warrego R at Barringun No 2**,548003
Warrego R at Fords Br,548001
Warrego R at Fords Br Bywash,548002
Cuttaburra Channel at Turra,548017
Paroo R at Eulo,44153
Paroo R at Caiwarro,544015
Paroo R at Hungerford,44181
Paroo R at Willara Crossing,548008
Bulloo River at Thargomindah,45045
Barwon R at Geera (D/S Macquarie R),551019
Darling R at Warraweena,548013
Darling R at Bourke,548004
Darling R at Louth,548005
Darling R at Tilpa,48213
Darling R at Wilcannia,546010
Talyawalka Crk at Barrier Hwy,546000
Darling R at Menindee Town,47101
Darling R at Menindee Weir 32,547001
Darling R at Pooncarie,47103
Darling R at Burtundy,547015
Mitchell R at Glenaladale,85270
Mitchell R at Rosehill,84147
Mitchell R at Bairnsdale,84146
Tambo R at Swifts Ck,584006
Timbarra R DS Wilkinson Ck,584008
Tambo R at D/S Ramrod Ck,584014
Tambo R at Batterns Landing,584022
Nicholson R DS Pumphouse,584023
Suggan Buggan R at Suggan Buggan,584003
Snowy R at McKillops Bridge,84126
Snowy R at Basin Ck,84109
Buchan R at Buchan,584020
Snowy R at Jarrahmond,584004
Snowy R at Orbost,584011
Brodribb R at Sardine Ck,584027
Bemm R at Princes Highway,584026
Bemm R U/S of Pumphouse,584028
Cann R at Chandlers Ck,84128
Cann R at Weeragua,84127
Cann R U/S Cann R Offtake,584029
Genoa R at Wangarabell,584030
Genoa R at The Gorge,584007
Hollands Landing,585058
Loch Sport Marina,585059
McMillan Strait at Paynesville,584018
Metung Marina,584021
Cunningham Arm at Bullock Island,584019
Lakes Entrance Breakwater,584025
Moe R at Trafalgar East,585010
Narracan Ck at Thorpdale,585079
Narracan Ck at Moe,585011
Tanjil R at Tanjil Junction,85266
Tanjil R at Tanjil South,585029
Latrobe R at Yallourn PS (L5),85187
Morwell R at Boolarra,585017
Morwell R at Morwell Pumphouse,585192
Latrobe R at Thoms Bridge,585245
Latrobe R at Rosedale,585031
Latrobe R at Rosedale (Anabranch),585060
Latrobe R at Kilmany South,585039
Traralgon Ck at Koornalla,85281
Traralgon Ck at Traralgon South,585014
Traralgon Ck at Traralgon,585013
Thomson R at The Narrows,585020
Aberfeldy R at Beardmore,585005
Thomson R at Coopers Creek,585236
Thomson R at U/S Cowwarr Weir,585022
Thomson R at Heyfield,585026
Rainbow Ck at Heyfield,585028
Thomson R at Wandocka,585027
Thomson R at Bundulaguah,585038
Flooding Ck at Sale Wharf,85272
Macalister R at Glencairn,585003
Macalister R at Licola,585004
Macalister R at D/S Stringybark Ck,585032
Glenmaggie Ck at The Gorge,585021
Macalister R at Lake Glenmaggie HG,585237
Macalister R at D/S Lake Glenmaggie,585235
Avon R at The Channel,85276
Freestone Ck at Briagolong,585034
Avon R at Stratford,585025
Bellview Ck U/S Bellview Reservoir,586270
Ruby Creek @ Arawata,585072
Coalition Creek,586269
Little Bass R @ Poowong,586272
Tarwin R @ Meeniyan,585066
Powlett R D/S Foster Ck Junction,586271
Powlett R Mouth of Powlett Rd,586273
Stony Creek @ Meeniyan,585073
Tarra R at Tarra Weir Offtake,585067
Tarra R at Yarram,585018
Merriman Ck at Seaspray (Offtake),585046
Merriman Ck at Stradbroke West,585047
Lerderderg R at Sardine Ck,587525
Lerderderg R at U/S Goodman Ck,587022
Werribee R at Melton Res D/S,87040
Toolern Ck at Melton South,587043
Werribee R at Werribee Cottrell St,587070
Deep Ck at Konagaderra,587055
Deep Ck at Bulla,587024
Jacksons Ck at Sunbury,587116
Maribyrnong R at Keilor,586122
Maribyrnong R at Maribyrnong,587015
Stony Ck at Spotswood,587052
Yarra R at Millgrove,586801
Little Yarra R at Yarra Junction,586078
Watts R at Healesville,586064
Yarra R at Yarra Grange,586044
Yarra R at Yarra Glen,586113
Olinda Ck at Mt Evelyn,586202
Olinda Ck at Lilydale,586221
Brushy Ck at Mooroolbark,586220
Mullum Mullum Ck at Doncaster East,586185
Arthurs Ck at Nutfield,586152
Diamond Ck at Hurstbridge,586151
Diamond Ck at Eltham,586067
Yarra R at Fitzimons Lane,586050
Plenty R at Mernda,586149
Plenty R at Greensborough,586212
Plenty River at Lower Plenty,586171
Koonung Ck at Bulleen,586191
Darebin Ck at Epping,586148
Darebin Ck at Bundoora,586172
Darebin Ck at Bell St Ivanhoe,586214
Merri Ck at Craigeburn,586211
Merri Ck at Cooper St,586030
Merlynston Ck at Fawkner Cemetry,586167
Moonee Ponds Ck at Jacana,586200
Merri Ck at Bell St,586012
Merri Ck at St Georges Rd,586080
Yarra R at Johnston St,586177
Yarra R at Hawthorn,586216
Gardiners Ck at Kinkora Rd,586162
Eley Rd East Drain at Eley Rd,586159
Gardiners Ck at Blackburn Lake,586195
Scotchmans Ck at Huntingdale Rd,586160
Scotchmans Ck at Waverley Rd,586194
Gardiners Ck at Ashwood,586192
Gardiners Ck at Gardiners,586052
Edgars Ck at Edwardes Lake,586213
Elsternwick Main Drain,586181
St Kilda Marina,586166
Bangalook Ck at Montrose,586095
Dandenong Ck at the Basin,586086
Dandenong Ck at Heathmont,586179
Blind Ck at Knox,586085
Blind Ck at Wantirna south,586100
Dandenong Ck at Rowville,586084
Mile Ck at Springvale West,586088
Dandenong Ck at Hammond Rd,586092
Dandenong Ck at Greens Rd,586207
Mile Ck at Keysborough,586206
Eumemmering Ck at Narre Warren Nth,586257
Hallam Valley at Hampton Park,586096
Eumemmering Ck at Lyndhurst,586114
Dunlops Rd Drain at Braeside,586099
Patterson R at Whalers Cove,586204
Kananook Ck at Seaford,586250
Bunyip R d/s Headworks,586094
Tonimbuk,586081
Tarago R at Neerim South,585035
Bunyip R at Longwarry North,585045
Iona,586071
Bunyip R at Cora Lynn Ford,586209
Bunyip R Kooweerup,586198
Lang Lang R at Yannathan,586124
Deep Ck at Pakenham,586130
Kennedy Ck at Pakenham,586245
Toomuc Ck at Pakenham,586082
Gumscrub Ck at Officer,586097
Cardinia Ck at Cardinia,586093
Barwon R at Inverleigh,589003
Warrambine Ck at Warrambine,89084
Barwon R at Pollocksford,87162
Barwon R at Geelong,587026
Cheetham Salt Works,587068
Hovells Ck at Lara,587035
Moorabool R at Lal Lal,87068
Moorabool R at Morrisons,87016
Moorabool R at Batesford,587028
Leigh R at Mt Mercer,89104
Leigh R at Shelford (Town Bridge),589001
Merri R at Woodford,590003
Mt Emu Ck at Mena Park,589008
Mt Emu Ck at Guthries Bridge,589010
Mt Emu Ck at Skipton,589007
Hopkins R at Ararat,589009
Hopkins R at Wickliffe,589006
Hopkins R at Framlingham,590012
Curdies R at Peterborough,590014
Curdies R at Curdie,590015
Moyne R at Toolong,590009
Moyne R at Willatook,590022
Moyne R at Gipps St Bridge,590017
Murray Brook at Lenehans Road,590021
Darlot Ck at Homerton,590004
Glenelg R at Harrow,579028
Glenelg R at Fulham Bridge,79108
Glenelg R at Dergholm,90142
Wando River at Wando Vale,590013
Glenelg R at Casterton,590002
Glenelg R at Sandford,590005
Wimmera R at Glynwylln,579009
Concongella Ck at Stawell,579008
Wimmera R at Glenorchy,579001
Fyans Ck at Fyans Ck,579007
Mt. William Ck at Lake Lonsdale D/S,579002
Yarriambiack Ck at Wimmera,579018
Wimmera R at Drung Drung,579014
Burnt Ck at Wonwondah East,579011
Wimmera R at Walmer,579000
Mackenzie R at Mckenzie Ck,579017
Wimmera R at Quantong Bridge,579013
Natimuk Ck at McNeils Bridge,579026
Wimmera R US Dimboola,578004
Wimmera R at Lochiel,578005
Richardson R U/S Rich Avon Weir,578003
Richardson R at Banyena,579029
Richardson R at Carrs Plains,579021
Avon R at Wimmera HWY,579012
Richardson R U/S Donald,578006
Donald Town (Richardson River),578007
Murray R at Euston D/S,49115
Murray R at Swan Hill,76112
Murray R at Mildura HG,76124
Murray R at Mildura D/S,547000
Murray R at Wentworth D/S,47100
Campaspe R at Redesdale,588006
Campaspe R at Lake Eppalock D/S,581007
Axe Ck at Strathfieldsaye,581018
Wild Duck Ck U/S Heathcote,588029
Campaspe R at Barnadown,581002
Mt. Pleasant Ck at Runnymede,581017
Campaspe R at Rochester Town,580011
Campaspe R at Rochester Syphon,580010
Loddon R at Vaughan,588010
Jim Crow Ck at Yandoit,588011
Muckleford Ck at Muckleford,588018
Loddon R at Newstead,588004
Joyces Ck at Strathlea,588005
Middle Creek at Rodborough,588030
Loddon R at Cairn Curran D/S,588000
Creswick Creek at Clunes,588024
Birch Creek at Smeaton,588027
Tullaroop Ck at Clunes,588013
Tullaroop Ck at Tullaroop Res HG,588016
Tullaroop Res (Outlet),588012
McCallums Ck  R at Carisbrook,588014
Bet Bet Ck at Bet Bet,581012
Loddon R D/S Laanecoorie,581004
Loddon R at Serpentine Weir,580012
Loddon R at Loddon Weir,580009
Loddon R at Appin South,580002
Loddon R at MV Hwy Br (Kerang),580001
Mt Hope Ck at Mitamo,580008
Avoca R at Ampitheatre,581028
Avoca R at Archdale Junction,81127
Avoca R at Logan,581036
Avoca R at Yawong Weir,578000
Avoca R at Charlton Town,80106
Avoca R at Charlton D/S,578001
Avoca R at Quambatook,577000
Murray R at Echuca,574000
Murray R at Torrumbarry Weir,574003
Goulburn R at Lake Eildon D/S,588125
Rubicon  R at Rubicon,588009
Acheron R at Taggerty,88119
Home Ck at Yarck,588002
Yea R at Devlins Bridge,88125
Yea R at Yea,588020
Goulburn R at Ghin Ghin,88078
King Parrot Ck at Flowerdale,588129
Goulburn R at Trawool,588007
Sunday Ck at Tallarook,588126
Mollison Ck at Pyalong,88064
Sugarloaf Ck at Ash Bridge,588001
Goulburn R at Seymour,88126
Whiteheads Ck at Seymour,588021
Hughes Ck at Tarcombe Road,588128
Major Ck at Graytown,588008
Goulburn R at Goulburn Weir HG,581013
Goulburn R D/S Goulburn Weir,581009
Goulburn R at Murchison,581001
Pranjip Ck at Moorilim,581010
Goulburn R at Arcadia Downs,581022
Seven Cks at Strathbogie,82151
Seven Cks at D/S Polly McQuinns,82154
Seven Cks at Galls Gap,82150
Seven Cks at Euroa,582017
Seven Cks at Kialla West,581016
Castle Ck at Telford Bridge,82149
Castle Ck at Arcadia,581011
Honeysuckle Ck at Violet Town,82084
Stony Ck at Tamleugh,581014
Broken R at D/S Bridge Ck,583006
Broken R D/S Back Ck Junction,582000
Broken R at Broken Weir,582023
Holland Ck at Wrightley,82155
Ryans Ck at Loombah Head Gauge,582030
Holland Ck at Kelfeera,582001
Broken R at Benalla,581006
Broken R at Caseys Weir,581000
Broken R at Gowangardie Weir,581019
Broken R at Orrvale,581015
Broken Ck at School Road,581033
Boosey Ck at Tungamah,581023
Broken Ck at Katamatite,580017
Broken Ck at Numurkah (Melville St),580020
Nine Mile Ck at Sellicks Rd,580024
Broken Ck at Larissa Rd,580021
Muckatah Ck at Katamatite East,580022
Muckatah Ck at Nahring Hall Rd,580023
Broken Ck at Walshes Bridge,580019
Broken ck at Nathalia,580018
Murray R at Yarrawonga,74246
Murray R at Cobram,580007
Manus Ck at Tooma,572022
Tumbarumba Ck at Tumba2,572019
Cudgewa Ck at Berringama,582009
Cudgewa Ck at Cudgewa North,582028
Big R at Joker Creek,583004
Mitta Mitta R at Hinnomunjie,583005
Gibbo R at Gibbo Park,582016
Lake Dartmouth HG,582008
Mitta Mitta R at Colemans,582010
Snowy Ck at Granite Flat,582018
Mitta Mitta R at Tallandoon,82106
Tallangatta Ck at McCallums,582022
Kiewa R at Mongans Bridge,582012
Kiewa R at Kiewa (Mainbranch),582011
Kiewa R at Kiewa (Anabranch),582007
Yackandandah Ck at Osbornes Flat,582020
Kiewa R at Bandiana,582013
Ovens R at Harrietville,83001
Ovens R at Bright,583148
Buckland R at Upper Buckland,83058
Buckland R at Harris Lane,583003
Ovens R at Eurobin,82112
Happy Valley Ck at Rosewhite,82162
Ovens R at Myrtleford,582027
Buffalo R at Abbeyard,83018
Rose R at Matong North,583000
Dandongadale R at Matong North,583011
Buffalo R D/S Rose R Junction,583009
Lake Buffalo HG,583150
Buffalo R at Lake Buffalo D/S,583007
Ovens R at Rocky Point,582014
Ovens R at Peechelba East,582021
King R at L. William Hovell D/S,583002
King R at Cheshunt,82105
King R at Edi,582005
Boggy Ck at Angleside,82116
King R at Docker Road,582004
Hurdle Ck at Bobinwarrah,82128
Fifteen Mile Ck at Greta South,582002
Fifteen Mile Ck at Glenrowan,82108
Nerang R at Hinze Dam #,40847
Nerang R at Hinze Dam *,540610
Nerang R at Clearview #,40846
Nerang R at Clearview *,40416
Nerang R at Carrara #,540319
Mudgeeraba Ck at Neranwood C'way#,540440
Mudgeeraba Ck at Springbrook Rd *,540399
Bonogin Ck at Hardys Rd #,540453
Mudgeeraba Ck at Mudgeeraba #,540254
Worongary Ck at Worongary #,540597
Boobegan Ck Lock #,540253
Nerang R at Evandale #,540318
Biggera Ck Dam #,540360
Loder Ck Dam #,540359
Loder Ck #,540238
Nerang R at Air Sea Rescue #,40881
Southport Spit Tide *,40987
Burleigh Waters at Miami Lake #,40981
Lake Orr at Burleigh Waters #,540564
Lake Orr TW at Burleigh Waters #,540565
Tallebudgera Ck at Dam #,540366
Tallebudgera Ck at Robinson Pk #,540356
Tallebudgera Ck at Robinson Pk *,540355
Tallebudgera Ck at Coplicks Br #,540320
Oyster Ck at Township Dr #,540252
Tallebudgera Ck at Mouth #,540577
Currumbin Ck at Nicolls Br #,540070
Currumbin Ck at Nicolls Br *,540368
Coomera R at Canungra Army #,540290
Coomera R at Canungra Army *,540228
Back Ck at Beechmont *,540230
Coomera R at Clagiraba Rd #,540291
Coomera R at Oxenford Weir #,540292
Saltwater Ck at Monterey Keys #,540269
Coomera R at Coomera Shores #,540293
Coombabah Ck at Gold Coast Hwy #,540673
Pimpama R at Norwell #,540408
Hotham Ck at Pimpama #,540376
Pimpama R at Kerkin Rd Weir #,540294
Albert R at Darlington School #,540796
Albert R at Lumeah #,40936
Albert R at Lumeah *,540303
Cainbable Ck at Dam Site *,540375
Nindooinbah Dam #,540480
Nindooinbah Dam *,540614
Canungra Ck at Double Xing Rd #,540715
Canungra Ck at Benobble #,40937
Canungra Ck at Benobble *,540073
Albert R at Bromfleet #,40938
Albert R at Bromfleet *,40738
Albert R at Tamborine #,540691
Cedar Ck at Plunkett Rd #,540790
Windaroo Ck at Bahrs Scrub #,540598
Albert R at Beenleigh #,540644
Burnett Ck at Maroon Dam Inflow *,540407
Burnett Ck at Maroon Dam HW #,540475
Burnett Ck at Maroon Dam *,540229
Burnett Ck at Maroon Dam TW *,540591
Logan R at Forest Home *,40832
Palen Ck at Ward Road *,540436
Logan R at Rathdowney #,40946
Logan R at Rathdowney *,40754
Running Ck at Dieckmans Br #,40943
Running Ck at Dieckmans Br *,540074
Christmas Ck at Rudds Lane #,40944
Christmas Ck at Tramway Lane *,540402
Cannon Ck at Kooralbyn Bridge #,540714
Logan R at Round Mountain #,40945
Logan R at Round Mountain *,40714
Logan R at Bromelton Weir HW *,540270
Logan R at Bromelton Weir TW *,540271
Logan R at Beaudesert #,40939
Teviot Bk at Croftby #,40947
Teviot Bk at Croftby *,40841
Teviot Bk at Harpers Crossing #,540713
Teviot Bk at Boonah #,40949
Teviot Bk at Coulson Crossing #,540510
Teviot Bk at Coulson *,540509
Teviot Bk at Wyaralong Dam *,540615
Teviot Bk at Wyaralong Dam #,540512
Logan R at Cedar Grove Weir HW *,540590
Logan R at Yarrahappini #,40940
Logan R at Yarrahappini *,40762
Henderson Ck at Cusack Ln #,540725
Logan R at South Maclean *,540214
Flagstone Ck at Teviot Rd #,540689
Logan R at Maclean Br #,40935
Logan R at Logan Village #,540596
Quinzeh Ck at Pineview Rd #,540726
Quinzeh Ck at Miller Rd #,540688
Chambers Ck at Chambers Flat #,540788
Schmidts Ck at Bayes Rd #,540674
Schmidts Ck at Schmidts Rd #,540675
Logan R at Waterford #,40878
Slacks Ck at Reserve Park #,540079
Scrubby Ck at Waller Rd #,540692
Scrubby Ck at First Ave Marsden #,540078
Scrubby Ck @ Kurrajong Dr*,540737
Slacks Ck at Loganlea Rd #,540091
Logan R at Parklands #,540645
Logan R at Riedel Rd Carbrook #,540236
Tingalpa Ck at L Harrison Dam #,540384
Tingalpa Ck at L Harrison Dam *,540611
Moreton Bay at Couran Point #,540576
Stanley R at Woodford *,540485
Kilcoy Ck d/s Mt Kilcoy Weir *,540373
Stanley R at Somerset Dam HW #,540160
Stanley R at Somerset Dam HW *,40820
Cooyar Ck at Cooyar-Kooralgin Rd *,540769
Yarraman Ck at Emmert St *,540768
Cooyar Ck at Cooyar Ck *,540044
Cooyar Ck at Cooyar Ck #,540146
Brisbane R at Linville #,540261
Brisbane R at Linville *,540040
Brisbane R at Devon Hills #,540188
Emu Ck at Boat Mountain #,540141
Emu Ck at Boat Mountain *,540045
Maronghi Ck at Glendale *,540446
Brisbane R at Gregor Ck-1 #,540139
Brisbane R at Gregor Ck-2 #,540140
Brisbane R at Gregor Ck *,40822
Cressbrook Ck at Cressbrook Dam #,540142
Cressbrook Ck at Rosentreters Br #,540148
Cressbrook Ck at Rosentreters Br *,40823
Reedy Ck at Mt Byron *,540560
Esk Ck at Falls Rd *,540441
Brisbane R at Wivenhoe Dam HW #,540177
Brisbane R at Wivenhoe Dam HW *,540049
Brisbane R at Wivenhoe Dam TW #,540178
Brisbane R at Wivenhoe Dam TW *,540069
Murphys Ck at Spring Bluff *,540507
Murphys Ck at Spring Bluff #,540527
Lockyer Ck at Upper Lockyer #,540566
Lockyer Ck at Helidon #,540143
Lockyer Ck at Helidon *,40829
Flagstone Ck at Lilydale *,540405
Flagstone Ck at Lilydale #,540517
Sandy Ck at Sandy Creek Road #,540386
Ma Ma Ck at Harms #,540518
Ma Ma Ck at Harms *,540406
Tenthill Ck at Tenthill #,540152
Tenthill Ck at Tenthill *,540067
Lockyer Ck at Gatton #,540156
Lockyer Ck at Gatton *,540363
Sandy Ck at Moon Rd #,540567
Sandy Ck at Whiteway Rd Overflow #,540719
Sandy Ck at Whiteway Rd #,540720
Laidley Ck at Thornton (School Rd)#,540789
Laidley Ck at Mulgowie #,540528
Laidley Ck at Mulgowie *,40835
Laidley Anab at Mulgowie Rd #,540723
Laidley Anab at McGarrigal Rd #,540722
Laidley Ck at Narda Lagoon #,540721
Laidley Ck at Showground Weir #,540158
Laidley Ck at Showground Weir *,540047
Bill Gunn Dam #,540472
Bill Gunn Dam *,540563
Laidley Ck at Warrego Hwy #,540529
Laidley Ck at Warrego Hwy *,540050
Lake Clarendon Dam #,540473
Lake Clarendon Dam *,540546
Lockyer Ck at Glenore Grove #,540149
Lockyer Ck at Rifle Range Rd #,540544
Lockyer Ck at Rifle Range Rd *,40817
Buaraba Ck at Atkinson Dam #,540479
Buaraba Ck at Atkinson Dam *,540547
Lockyer Ck at Clarendon *,540701
Brisbane R at Lowood Pump Stn #,540183
Brisbane R at Lowood #,540182
Brisbane R at Savages Crossing #,540150
Brisbane R at Savages Crossing *,540066
Black Snake Ck at Marburg #,540312
Cabbage Tree Ck at L Manchester #,540028
Cabbage Tree Ck at L Manchester *,540606
Brisbane R at Kholo Br #,540256
Brisbane R at Mt Crosby #,540199
Brisbane R at Mt Crosby *,40818
Bremer R at Adams Br #,540157
Bremer R at Adams Br *,540068
Bremer R at Lower Mt Walker #,540574
Bremer R at Spressers Br #,540314
Western Ck at Grandchester #,540064
Western Ck at Kuss Rd #,540194
Western Ck at Kuss Rd *,540583
Western Ck at Rosewood WWTP #,540313
Bremer R at Rosewood #,540388
Bremer R at Seven Mile Br #,540669
Bremer R at Five Mile Br #,540147
Bremer R at Walloon *,540081
Bremer R at Walloon #,540504
Bremer R at Three Mile Br #,40838
Reynolds Ck at Moogerah Dam HW #,540474
Reynolds Ck at Moogerah Dam TW *,540513
Warrill Ck at Toohills Crossing #,540549
Warrill Ck at Toohills Crossing *,540365
Warrill Ck at Kalbar Weir HW #,540151
Warrill Ck at Kalbar Weir HW *,540058
Warrill Ck at Kalbar Weir TW *,540057
Warrill Ck at Harrisville-1 #,540154
Warrill Ck at Harrisville-2 #,540387
